106	2
103	2
116	5
116	5
116	5
130	5
104	7
106	7
106	7
104	5
104	5
102	5
124	5
91	5
117	10
129	7
119	7
122	7
122	5
125	5
125	7
110	5
143	5
153	5
156	5
161	2
183	2
191	5
184	7
171	7
171	7
162	7
149	7
149	7
149	7
153	5
154	5
154	5
154	5
132	7
119	7
114	7
114	5
142	5
144	5
140	10
140	10
140	12
165	7
185	7
192	7
182	12
182	12
182	15
157	15
127	10
106	10
156	7
160	7
156	5
160	5
160	5
160	7
161	7
182	7
186	7
191	7
191	7
184	7
178	7
160	7
155	7
149	7
153	7
157	5
174	5
164	5
164	10
139	10
128	7
144	10
152	7
155	10
179	10
182	12
199	7
217	7
220	12
220	15
214	15
214	17
226	17
206	15
155	12
127	12
120	5
156	7
158	10
219	15
219	15
203	7
160	7
160	7
160	7
160	7
161	10
183	10
183	10
168	7
183	7
171	7
171	5
155	7
139	7
144	7
144	7
157	7
176	7
175	7
168	10
152	7
155	10
179	10
179	10
192	12
199	12
216	7
220	12
229	15
220	15
214	17
230	17
230	20
230	17
210	15
195	15
173	15
147	12
76	10
71	2
148	10
212	12
227	12
227	12
203	15
217	15
219	17
219	15
192	7
160	7
156	10
157	7
161	7
203	10
203	12
186	10
168	7
168	5
160	5
145	7
181	7
183	7
175	12
155	10
159	10
159	10
168	10
174	12
179	10
174	10
179	12
199	17
209	12
209	12
205	12
191	15
191	15
200	17
214	17
223	17
206	15
206	15
206	15
196	15
179	15
161	12
161	10
148	12
124	10
156	15
216	15
196	12
193	12
159	15
145	15
145	10
152	10
152	10
152	10
152	10
132	5
176	10
212	12
212	15
227	15
227	15
203	15
217	17
219	17
219	12
192	7
164	7
168	10
214	12
221	12
228	7
192	7
179	5
160	5
140	7
168	7
183	7
183	12
183	12
175	15
175	12
182	10
174	12
161	10
152	10
142	15
174	12
174	12
179	12
178	15
178	17
179	17
200	17
218	20
213	15
210	15
212	15
220	17
220	17
226	15
214	15
226	15
200	15
158	12
216	15
255	17
255	17
255	17
203	20
195	15
195	12
200	12
203	12
200	12
171	10
153	7
109	7
121	7
88	5
137	5
152	5
176	12
204	12
206	17
184	17
203	17
203	15
213	17
221	17
221	12
194	10
176	7
155	7
168	7
192	10
209	12
236	15
239	12
235	10
205	10
176	10
159	12
168	7
181	10
181	10
188	15
213	15
187	15
182	12
158	12
168	15
173	15
173	12
166	12
164	12
178	15
193	17
218	17
210	17
206	15
206	17
220	17
238	25
239	22
239	17
255	17
228	15
213	20
179	15
179	15
180	15
187	15
204	17
255	17
255	20
255	17
255	20
244	20
215	20
206	17
203	15
207	15
207	12
195	10
172	10
171	10
135	10
143	7
143	7
145	5
155	5
152	5
99	7
84	5
