gene_id	gene_short_name	120h_Cdh2Het_rep1	120h_Cdh2Het_rep2	120h_Cdh2KO_Clone1_rep1	120h_Cdh2KO_Clone1_rep2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000024304	Cdh2	5090.53324361061	5106.41436573432	371.391239794496	360.211305732711	2732.13753871803	-3.80069057739147	0.0715025481946386	-53.1546171899431	0	0
ENSMUSG00000037664	Cdkn1c	37.4993240781629	28.3942079945191	2278.95062472438	2255.27646974253	1150.0301566349	6.09657332009447	0.198637117628864	30.6920146288337	7.2745403519555e-207	4.3003445290585e-203
ENSMUSG00000069045	Ddx3y	1401.01641347581	1448.10460772048	68.6757523707583	68.8776140160739	746.668596895779	-4.37229148732248	0.147845241260372	-29.5734340182272	3.28225301896863e-192	1.29353591477554e-188
ENSMUSG00000069049	Eif2s3y	1192.68683526379	1071.02952555326	56.0249558814081	58.6390497704413	594.595091617226	-4.30415664253476	0.165486702959308	-26.0090784671268	3.90941468655425e-149	9.24420196782618e-146
ENSMUSG00000068457	Uty	712.487157485094	758.693237613551	25.3015929787004	32.5772498724674	382.264809487453	-4.66965708078524	0.220394676291355	-21.1877036204454	1.23999109849145e-99	2.09434496535205e-96
ENSMUSG00000051855	Mest	30700.4882932137	30374.9879442168	64596.7741312636	71664.3650480216	49334.1538541789	1.15769916475904	0.0749066326615052	15.4552290448105	6.95638759937372e-54	8.22453705873955e-51
ENSMUSG00000012422	Tmem167	2455.16407922861	2478.24647376163	1245.19982588033	1192.32734533231	1842.73443105072	-1.01694615381697	0.0660912700249684	-15.3869967006653	2.00107005414695e-53	2.15078647728903e-50
ENSMUSG00000005892	Trh	896.858834202729	689.411370106924	195.183717264261	205.702063480437	496.788996263588	-1.98588639406655	0.145975496719063	-13.6042448130078	3.77851145068327e-42	3.19095292010202e-39
ENSMUSG00000013584	Aldh1a2	2270.79240251097	2027.34645080867	1075.31770159477	1024.78720313105	1599.56093951136	-1.0337779498126	0.0767115557931026	-13.4761697781334	2.16034087005051e-41	1.70278067377381e-38
ENSMUSG00000021248	Tmed10	734.361763197356	765.507847532236	1508.15566719468	1502.27660840464	1127.57547158223	1.0056475436209	0.0828995335843445	12.1309191998978	7.24318031904355e-34	4.50716425852905e-31
ENSMUSG00000037034	Pax1	508.324170837319	492.923450784852	1083.45035648078	1323.56712338996	852.066275373228	1.2648083066733	0.109845627886696	11.5144164679721	1.11612511381986e-30	5.73736835682269e-28
ENSMUSG00000040856	Dlk1	84.3734791758664	64.7387942275036	325.306195440434	378.826877088407	213.311336483053	2.23480080609548	0.210624216999529	10.6103696808068	2.66691780946021e-26	1.21272958697108e-23
ENSMUSG00000006494	Pdk1	836.443256521244	802.988202085001	389.463806207853	400.234784147457	607.282512240389	-1.05424348543325	0.110376342059783	-9.55135372091098	1.28012477212933e-21	4.45144564143679e-19
ENSMUSG00000027313	Chac1	219.787705013677	246.461725392426	61.4467258054154	61.4313854737957	147.281885421328	-1.92307437892684	0.232718090926448	-8.26353624366333	1.41419236809568e-16	3.55744603574366e-14
ENSMUSG00000002266	Zim1	3.12494367318024	4.54307327912306	98.4954869527982	99.5933067529718	51.4392026645183	4.70108107102296	0.635324711089566	7.39949350145806	1.36704912409196e-13	2.44888209002111e-11
ENSMUSG00000060461	Dppa5a	437.492114245233	322.558202817737	162.653097720217	126.58588521873	262.32232500048	-1.39463894560207	0.193324628066098	-7.21397454402571	5.43419190346632e-13	9.15352576684328e-11
ENSMUSG00000019817	Plagl1	3136.4017999819	3784.38004150951	1636.47088872952	1763.82538595216	2580.26952904327	-1.0251270592112	0.142227194738785	-7.20767263316938	5.69162599327865e-13	9.34612418312965e-11
ENSMUSG00000040152	Thbs1	98.9565496507076	103.35491710005	240.365133297654	329.495612995813	193.043053261056	1.49401385442871	0.216961789627119	6.88606900319359	5.73551782419985e-12	8.26963746774571e-10
ENSMUSG00000024406	Pou5f1	404.159381731311	353.223947451818	190.665575660921	157.301577955628	276.33762069992	-1.12230459649823	0.170483200864831	-6.58308027304143	4.60800185665145e-11	5.73477957380949e-09
ENSMUSG00000029661	Col1a2	282.286578477282	336.187422655107	126.507964893502	142.409120871072	221.847771724241	-1.20076261943828	0.187843371943773	-6.39236086433597	1.63343839456913e-10	1.85693674413373e-08
ENSMUSG00000022054	Nefm	170.830254133853	134.02066173413	313.559027271752	326.703277292459	236.278305108049	1.06752831404702	0.183037738552874	5.83228531169077	5.46733272647626e-09	4.58441665426445e-07
ENSMUSG00000030188	Magohb	92.7066623043471	76.0964774253113	13.5544248100181	17.6847927879109	50.0105893318968	-2.43674640249153	0.418931182176705	-5.81657920480055	6.00640891296323e-09	5.00096989985664e-07
ENSMUSG00000021615	Xrcc4	182.288380935514	197.623687641853	73.1938939740977	75.3930639905674	132.124756635508	-1.35387068118857	0.235722601839356	-5.74349116556599	9.27442046733723e-09	7.40484094350128e-07
ENSMUSG00000026043	Col3a1	126.03939481827	99.9476121407073	233.136106732311	285.749020309928	186.218033500304	1.19594719385585	0.211708194077859	5.64903592449532	1.61350138321291e-08	1.23872901647573e-06
ENSMUSG00000095139	Pou3f2	35.4160282960427	62.4672575879421	132.833363138177	180.571042150248	102.821922793103	1.68558339422631	0.307218368458998	5.48659705043407	4.09750349567316e-08	2.91836047164722e-06
ENSMUSG00000032715	Trib3	142.705761075231	116.984136937419	46.9886726747294	34.438807008037	85.279344423854	-1.67313892087042	0.307776406978549	-5.43621565179631	5.44240801676103e-08	3.83009464179558e-06
ENSMUSG00000039481	Nrtn	109.373028561308	95.4045388615843	206.027257112275	264.341113250878	168.786484446512	1.19754151465399	0.221245751455342	5.41272095295222	6.20741861917164e-08	4.29183101371148e-06
ENSMUSG00000087166	L1td1	232.287479706398	190.809077723169	98.4954869527982	83.7700711006305	151.340528870749	-1.21571925218916	0.226639307703361	-5.36411474473953	8.13471819634102e-08	5.46458938837159e-06
ENSMUSG00000038793	Lefty1	99.9981975417677	69.2818675066267	21.687079696029	15.8232356523413	51.6975950991911	-2.17469931251428	0.412075063796103	-5.27743487431778	1.31004739671975e-07	8.19507427059133e-06
ENSMUSG00000085925	Rtl1	0	0	47.8923009953973	50.2620426603783	24.5385859139439	7.93830232868509	1.51930584256476	5.22495346643593	1.74198912586078e-07	1.06162564098206e-05
ENSMUSG00000040254	Sema3d	117.706211689789	103.35491710005	203.316372150271	281.095127471004	176.368157102779	1.1296883759653	0.223107445802229	5.06342749746999	4.11785031592221e-07	2.35194899928253e-05
ENSMUSG00000031297	Slc7a3	156.247183659012	159.007564769307	65.9648674087547	65.1544997449348	111.593528895502	-1.26544635978885	0.254104756777516	-4.98001838232735	6.35782339976769e-07	3.50351826116873e-05
ENSMUSG00000032494	Tdgf1	127.08104270933	104.49068541983	40.6632744300543	40.0234784147457	78.06462024349	-1.52240843065902	0.311881062173946	-4.88137503459549	1.05348673374799e-06	5.35603496330235e-05
ENSMUSG00000050103	Agmo	69.7904087010253	57.924184308819	144.58053130686	161.955470794552	108.562648777814	1.2603691316394	0.265097516613609	4.75436038684754	1.99075653033356e-06	9.64619445005479e-05
ENSMUSG00000032368	Zic1	73.9570002652657	94.2687705418035	180.725664133575	173.12481360797	130.519062137153	1.07591137409663	0.241131673251719	4.46192472182398	8.12267626023403e-06	0.000334614639110617
ENSMUSG00000033837	Foxh1	148.955648421591	124.934515175884	70.4830090120941	42.8158141181	96.7972466819174	-1.27278489247597	0.296304159992479	-4.2955350087163	1.74272531068845e-05	0.000660392350906076
ENSMUSG00000021953	Tdh	132.28928216463	109.033758698953	53.3140709194045	48.4004855248087	85.7593993269492	-1.24749419623196	0.294390809637641	-4.23754463587867	2.25977503883464e-05	0.000802321930454714
ENSMUSG00000070858	Gm1673	78.123591829506	65.8745625472844	134.640619779513	175.917149311324	113.638980866907	1.10615270966586	0.265221897370338	4.17066886495163	3.03706906570853e-05	0.00101720304713518
ENSMUSG00000095742	CAAA01147332.1	73.9570002652657	64.7387942275036	23.4943363373647	18.6155713556957	45.2014255464574	-1.71952485922257	0.412533118877907	-4.16821045519858	3.07000418018189e-05	0.0010253293622116
ENSMUSG00000012396	Nanog	148.955648421591	109.033758698953	58.7358408434118	53.9851569315174	92.6776012238685	-1.19645318860837	0.289915945392732	-4.12689680447761	3.67691291133143e-05	0.00118452701227988
ENSMUSG00000066652	Lefty2	54.1656903351241	38.616122872546	9.03628320667873	12.1001213812022	28.4795544488878	-2.13790966849176	0.5415856817505	-3.94750035041852	7.89714025237532e-05	0.00221250922283965
